films,shortFilms,tvShows,videoGames,parkAttractions,allies,enemies,_id,name,url
['Mars Needs Moms'],[],[],[],[],[],[],4272,Martians,https://api.disneyapi.dev/characters/4272
['The Parent Trap (1998 film)'],[],[],[],[],[],[],4273,Martin,https://api.disneyapi.dev/characters/4273
[],[],"[""Milo Murphy's Law""]",[],[],[],[],4274,Martin and Brigette Murphy,https://api.disneyapi.dev/characters/4274
['Snowball Express'],[],[],[],[],[],[],4275,Martin Ridgeway,https://api.disneyapi.dev/characters/4275
[],[],['K.C. Undercover'],[],[],[],[],4276,Abby Martin,https://api.disneyapi.dev/characters/4276
[],[],"['The Suite Life of Zack & Cody', 'The Suite Life on Deck']",[],[],[],[],4277,Carey Martin,https://api.disneyapi.dev/characters/4277
['The Suite Life Movie'],[],"['The Suite Life of Zack & Cody', 'The Suite Life on Deck', ""That's So Raven"", 'Wizards of Waverly Place', 'Hannah Montana', ""I'm in the Band"", 'Jessie']",[],[],[],[],4278,Cody Martin,https://api.disneyapi.dev/characters/4278
['Make Mine Music'],[],[],[],[],[],[],4279,Grace Martin,https://api.disneyapi.dev/characters/4279
[],[],"['The Suite Life of Zack & Cody', 'The Suite Life on Deck']",[],[],[],[],4280,Kurt Martin,https://api.disneyapi.dev/characters/4280
[],[],['K.C. Undercover'],[],[],[],[],4281,Richard Martin,https://api.disneyapi.dev/characters/4281
['The Suite Life Movie'],[],"['The Suite Life of Zack & Cody', 'The Suite Life on Deck', ""That's So Raven"", 'Wizards of Waverly Place', 'Hannah Montana', ""I'm in the Band""]",[],[],[],[],4282,Zack Martin,https://api.disneyapi.dev/characters/4282
[],[],"['Shake It Up', 'Good Luck Charlie']",[],[],[],[],4283,Deuce Martinez,https://api.disneyapi.dev/characters/4283
[],[],"[""Kickin' It""]",[],[],[],[],4284,Jerry Martinez,https://api.disneyapi.dev/characters/4284
[],[],"['Cory in the House', 'Hannah Montana']",[],[],[],[],4285,Richard Martinez,https://api.disneyapi.dev/characters/4285
[],[],"['Cory in the House', 'Hannah Montana']",[],[],[],[],4286,Sophie Martinez,https://api.disneyapi.dev/characters/4286
"['Pirates of the Caribbean: The Curse of the Black Pearl', ""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End"", 'Pirates of the Caribbean: Dead Men Tell No Tales']",[],[],"[""Pirates of the Caribbean: At World's End (video game)"", 'LEGO Pirates of the Caribbean: The Video Game', 'Disney Crossy Road']",[],[],[],4287,Marty,https://api.disneyapi.dev/characters/4287
[],[],['Sofia the First'],[],[],[],[],4288,Marty and Maple,https://api.disneyapi.dev/characters/4288
[],[],['Phineas and Ferb'],[],[],[],[],4289,Marty the Rabbit Boy,https://api.disneyapi.dev/characters/4289
['Planes: Fire & Rescue'],[],[],[],[],[],[],4290,Maru,https://api.disneyapi.dev/characters/4290
['The Parent Trap (1998 film)'],[],[],[],[],[],[],4291,Marva Kulp Jr,https://api.disneyapi.dev/characters/4291
['The Parent Trap (1998 film)'],[],[],[],[],[],[],4292,Marva Kulp Sr,https://api.disneyapi.dev/characters/4292
"['The Small One', 'The Hunchback of Notre Dame', 'Fantasia']",[],[],[],[],[],[],4293,Virgin Mary,https://api.disneyapi.dev/characters/4293
"['Cinderella', 'Cinderella II: Dreams Come True', 'Cinderella III: A Twist in Time', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'Ralph Breaks the Internet']",[],"['House of Mouse', 'At Home With Olaf']",[],[],[],[],4294,Mary,https://api.disneyapi.dev/characters/4294
"['Stitch! The Movie', 'Leroy & Stitch']",[],[],[],[],[],[],4295,Mary,https://api.disneyapi.dev/characters/4295
['The BFG'],[],[],[],[],[],[],4296,Mary,https://api.disneyapi.dev/characters/4296
['The Search for Santa Paws'],[],[],[],[],[],[],4297,Mary,https://api.disneyapi.dev/characters/4297
['Alice in Wonderland'],[],[],[],[],[],[],4298,Mary Ann,https://api.disneyapi.dev/characters/4298
"['Peter Pan (film)', 'Tinker Bell (film)', 'Peter Pan & Wendy']",[],['Once Upon a Time'],[],[],[],[],4299,Mary Darling,https://api.disneyapi.dev/characters/4299
[],[],[],[],[],[],[],4300,Mary Margaret,https://api.disneyapi.dev/characters/4300
[],[],['Elena of Avalor'],[],[],[],[],4301,Prince Marzel,https://api.disneyapi.dev/characters/4301
[],[],['Adventures of the Gummi Bears'],[],[],[],[],4302,Marzipan,https://api.disneyapi.dev/characters/4302
[],[],[],[],[],[],[],4303,Masked Tophat,https://api.disneyapi.dev/characters/4303
[],[],['Dog With a Blog'],[],[],[],[],4304,Mason,https://api.disneyapi.dev/characters/4304
['Tex'],[],[],[],[],[],[],4305,Mason McCormick,https://api.disneyapi.dev/characters/4305
['Princess Protection Program'],[],[],[],[],[],[],4306,Carter Mason,https://api.disneyapi.dev/characters/4306
[],[],['Life with Derek (page does not exist)'],[],[],[],[],4307,Kendra Mason,https://api.disneyapi.dev/characters/4307
['TRON'],[],[],"['Tron (video game)', 'Kingdom Hearts II']",[],[],[],4308,Master Control Program,https://api.disneyapi.dev/characters/4308
[],[],['Sofia the First'],[],[],[],[],4309,Master Erwin,https://api.disneyapi.dev/characters/4309
['The Haunted Mansion (film)'],[],[],['The Haunted Mansion (video game)'],"['The Haunted Mansion (attraction)', 'Skipper Canteen']",[],[],4310,Master Gracey,https://api.disneyapi.dev/characters/4310
['Melody Time'],[],[],[],[],[],[],4311,Master of Ceremonies,https://api.disneyapi.dev/characters/4311
['Cinderella (2015 film)'],[],[],[],[],[],[],4312,Master Phineas,https://api.disneyapi.dev/characters/4312
[],[],['Yin Yang Yo!'],[],[],[],[],4313,Master Yo,https://api.disneyapi.dev/characters/4313
"[""The Emperor's New Groove"", ""The Emperor's New Groove 2: Kronk's New Groove""]",[],"[""The Emperor's New School""]",[],[],[],[],4314,Mata,https://api.disneyapi.dev/characters/4314
"[""The Emperor's New Groove""]",[],[],[],[],[],[],4315,Mata,https://api.disneyapi.dev/characters/4315
['John Carter'],[],[],[],[],[],[],4316,Matai Shang,https://api.disneyapi.dev/characters/4316
['Moana (film)'],[],[],['Disney Crossy Road'],[],[],[],4317,Matai Vasa,https://api.disneyapi.dev/characters/4317
"['Mulan', 'Mulan II', 'Mulan (2020 film)']",[],['House of Mouse'],['Disney Crossy Road'],[],[],[],4318,The Matchmaker,https://api.disneyapi.dev/characters/4318
['Elena and the Secret of Avalor'],[],['Elena of Avalor'],[],[],[],[],4319,Mateo,https://api.disneyapi.dev/characters/4319
[],[],['Darkwing Duck'],[],[],[],[],4320,Madam Anna Matronic,https://api.disneyapi.dev/characters/4320
[],[],"[""Bunk'd""]",[],[],[],[],4321,Matteo Silva,https://api.disneyapi.dev/characters/4321
[],[],['Girl Meets World'],[],[],[],[],4322,Auggie Matthews,https://api.disneyapi.dev/characters/4322
[],[],"['Girl Meets World', 'Best Friends Whenever']",[],[],[],[],4323,Riley Matthews,https://api.disneyapi.dev/characters/4323
['Moana (film)'],['Gone Fishing'],[],"['Moana: Island Life', 'Disney Emoji Blitz', 'Moana: Rhythm Run', 'Disney Crossy Road', 'Disney Tsum Tsum', 'Disney Heroes: Battle Mode', 'Disney Magic Kingdoms', ""Disney Sorcerer's Arena"", 'Disney Getaway Blast', 'Disney Mirrorverse']",['Summer Blast'],[],[],4324,Maui,https://api.disneyapi.dev/characters/4324
[],[],[],[],"[""Walt Disney's Enchanted Tiki Room"", 'Disneyland', 'Tokyo Disneyland', ""Disney's Polynesian Village Resort"", ""Trader Sam's"", 'Main Street, U.S.A. (Disneyland)']",[],[],4325,Maui,https://api.disneyapi.dev/characters/4325
[],[],['The Proud Family'],[],[],[],[],4326,Maureen Parker,https://api.disneyapi.dev/characters/4326
"['Beauty and the Beast (1991 film)', 'Beauty and the Beast: The Enchanted Christmas', 'Beauty and the Beast (2017 film)']",[],"['House of Mouse', 'Sing Me a Story with Belle', 'Once Upon a Time']","['disney:Hidden Worlds', 'Kingdom Hearts χ', 'Kingdom Hearts Unchained χ', 'Disney Enchanted Tales (game)', 'Disney Magic Kingdoms', ""Disney Sorcerer's Arena""]",[],[],[],4327,Maurice,https://api.disneyapi.dev/characters/4327
[],[],['Marsupilami (TV series)'],[],[],[],[],4328,Maurice,https://api.disneyapi.dev/characters/4328
[],[],[],[],[],[],[],4329,Maurice Mattressface,https://api.disneyapi.dev/characters/4329
[],[],[],[],[],[],[],4330,Maury Thwackstein,https://api.disneyapi.dev/characters/4330
[],[],[],[],[],[],[],4331,Mrs. Cow,https://api.disneyapi.dev/characters/4331
"['Mickey, Donald, Goofy: The Three Musketeers']",[],"['Mickey Mouse Clubhouse', 'Mickey and the Roadster Racers']",[],[],[],[],4332,Maw Pete,https://api.disneyapi.dev/characters/4332
['Flight of the Navigator'],[],[],[],[],[],[],4333,Max,https://api.disneyapi.dev/characters/4333
['The Lion King 1½'],[],[],['The Lion King 1½ (video game)'],[],[],[],4334,Uncle Max,https://api.disneyapi.dev/characters/4334
"['The Little Mermaid', 'The Little Mermaid II: Return to the Sea', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""101 Dalmatians II: Patch's London Adventure""]",[],"['The Little Mermaid (TV series)', 'House of Mouse']","['Disney Princess Enchanting Storybooks', 'Disney Emoji Blitz']",[],[],[],4335,Max,https://api.disneyapi.dev/characters/4335
[],[],['The Suite Life of Zack & Cody'],[],[],[],[],4336,Max,https://api.disneyapi.dev/characters/4336
['Herbie Goes to Monte Carlo'],[],[],[],[],[],[],4337,Max and Quincy,https://api.disneyapi.dev/characters/4337
"['George of the Jungle', 'George of the Jungle 2']",[],[],[],[],[],[],4338,Max and Thor,https://api.disneyapi.dev/characters/4338
[],[],['Dog With a Blog'],[],[],[],[],4339,Max Edlstien,https://api.disneyapi.dev/characters/4339
[],"['The Tortoise and the Hare', 'Toby Tortoise Returns', ""Mickey's Polo Team""]","['Mickey Mouse Club', 'Mickey Mouse Works', 'House of Mouse', 'Mickey Mouse (TV series)']",[],[],[],[],4340,Max Hare,https://api.disneyapi.dev/characters/4340
['The Black Hole'],[],[],[],[],[],[],4341,Maximilian,https://api.disneyapi.dev/characters/4341
"[""Rodgers & Hammerstein's Cinderella""]",[],[],[],[],[],[],4342,King Maximilian,https://api.disneyapi.dev/characters/4342
"['Tangled', 'Wreck-It Ralph', 'Big Hero 6', 'Tangled: Before Ever After']",['Tangled Ever After'],['Tangled: The Series'],"['Tangled (video game)', 'disney:Hidden Worlds', 'Disney Infinity (series)', 'Disney Crossy Road', 'Disney Enchanted Tales (game)', 'Disney Emoji Blitz', 'Kingdom Hearts III', ""Disney Sorcerer's Arena"", 'Disney Heroes: Battle Mode']","['Festival of Fantasy Parade', ""Mickey's Storybook Express"", 'Garden of the Twelve Friends']",[],[],4343,Maximus,https://api.disneyapi.dev/characters/4343
[],[],['Gargoyles'],[],[],[],[],4344,Maxwell,https://api.disneyapi.dev/characters/4344
[],[],['Sofia the First'],[],[],[],[],4345,Sir Maxwell,https://api.disneyapi.dev/characters/4345
[],[],[],[],[],[],[],4346,Maxwell Carrington,https://api.disneyapi.dev/characters/4346
['Bridge to Terabithia'],[],[],[],[],[],[],4347,May Belle Aarons,https://api.disneyapi.dev/characters/4347
[],[],['Girl Meets World'],[],[],[],[],4348,Maya Hart,https://api.disneyapi.dev/characters/4348
[],[],['Doc McStuffins'],[],[],[],[],4349,Maya McStuffins,https://api.disneyapi.dev/characters/4349
[],[],['Gargoyles'],[],[],[],[],4350,Mayan.jpg,https://api.disneyapi.dev/characters/4350
['Ralph Breaks the Internet'],[],[],[],[],[],[],4351,Maybe,https://api.disneyapi.dev/characters/4351
[],[],[],[],[],[],[],4352,"Terrence ""Donnie"" Maybeck",https://api.disneyapi.dev/characters/4352
"['Planes', 'Planes: Fire & Rescue']",[],[],[],[],[],[],4353,Mayday,https://api.disneyapi.dev/characters/4353
[],[],['Big Hero 6: The Series'],[],[],[],[],4354,Mayoi,https://api.disneyapi.dev/characters/4354
"[""Doug's 1st Movie""]",[],"[""Disney's Doug""]","[""Doug's Big Game""]",[],[],[],4355,Patti Mayonnaise,https://api.disneyapi.dev/characters/4355
"[""Pete's Dragon""]",[],[],[],[],[],[],4356,The Mayor,https://api.disneyapi.dev/characters/4356
[],[],['Lilo & Stitch: The Series'],[],[],[],[],4357,Mayor Anolo,https://api.disneyapi.dev/characters/4357
['Zootopia'],[],[],['Disney Crossy Road'],[],[],[],4358,Mayor Lionheart,https://api.disneyapi.dev/characters/4358
['The Nightmare Before Christmas'],[],[],"['Kingdom Hearts (game)', 'Kingdom Hearts II', 'The Nightmare Before Christmas: The Pumpkin King', ""The Nightmare Before Christmas: Oogie's Revenge"", 'Disney Universe', 'Disney Crossy Road', 'Disney Magic Kingdoms', 'Disney Emoji Blitz']",['Haunted Mansion Holiday'],[],[],4359,Mayor of Halloween Town,https://api.disneyapi.dev/characters/4359
[],['The Pied Piper'],['Once Upon a Time'],[],[],[],[],4360,The Mayor of Hamelin,https://api.disneyapi.dev/characters/4360
[],[],['Penn Zero: Part-Time Hero'],[],[],[],[],4361,Mayor Pink Panda,https://api.disneyapi.dev/characters/4361
[],[],['Henry Hugglemonster'],[],[],[],[],4362,Mayor Roariani,https://api.disneyapi.dev/characters/4362
[],[],['Amphibia'],[],[],[],[],4363,Mayor Toadstool,https://api.disneyapi.dev/characters/4363
['Chicken Little'],[],[],['Chicken Little (video game)'],[],[],[],4364,Mayor Turkey Lurkey,https://api.disneyapi.dev/characters/4364
[],[],['Gargoyles'],[],[],[],[],4365,Beth Maza,https://api.disneyapi.dev/characters/4365
[],[],['Gargoyles'],[],[],[],[],4366,Diane Maza,https://api.disneyapi.dev/characters/4366
[],[],['Gargoyles'],[],[],[],[],4367,Elisa Maza,https://api.disneyapi.dev/characters/4367
[],[],['Gargoyles'],[],[],[],[],4368,Peter Maza,https://api.disneyapi.dev/characters/4368
['A Goofy Movie'],[],[],[],[],[],[],4369,Principal Mazur,https://api.disneyapi.dev/characters/4369
[],[],['Sofia the First'],[],[],[],[],4370,Mazzimo,https://api.disneyapi.dev/characters/4370
[],[],['The Lion Guard'],[],[],[],[],4371,Mbuni,https://api.disneyapi.dev/characters/4371
[],[],['Kim Possible'],[],[],[],[],4372,MC Honey,https://api.disneyapi.dev/characters/4372
[],[],['American Dragon: Jake Long'],[],[],[],[],4373,McBreen,https://api.disneyapi.dev/characters/4373
[],[],['The Proud Family'],[],[],[],[],4374,Johnny McBride,https://api.disneyapi.dev/characters/4374
[],[],"[""BUNK'D""]",[],[],[],[],4375,Xander McCormick,https://api.disneyapi.dev/characters/4375
[],[],['Jungle Cubs'],[],[],[],[],4376,McCoy the Bear,https://api.disneyapi.dev/characters/4376
[],[],['Austin and Ally'],[],[],[],[],4377,Chuck McCoy,https://api.disneyapi.dev/characters/4377
[],[],['Phineas and Ferb'],[],[],[],[],4378,Liam McCracken,https://api.disneyapi.dev/characters/4378
['The Black Hole'],[],[],[],[],[],[],4379,Kate McCrae,https://api.disneyapi.dev/characters/4379
[],[],['Life with Derek (page does not exist)'],[],[],[],[],4380,Casey McDonald,https://api.disneyapi.dev/characters/4380
[],[],['DuckTales'],[],[],[],[],4381,Captain Pothole McDuck,https://api.disneyapi.dev/characters/4381
[],[],['DuckTales (2017 series)'],[],[],[],[],4382,Titus McDuck,https://api.disneyapi.dev/characters/4382
[],[],[],[],[],[],[],4383,Douglas McDuck,https://api.disneyapi.dev/characters/4383
[],[],"['DuckTales', 'DuckTales (2017 series)']",[],[],[],[],4384,Downy McDuck,https://api.disneyapi.dev/characters/4384
[],[],"['DuckTales', 'DuckTales (2017 series)']",[],[],[],[],4385,Fergus McDuck,https://api.disneyapi.dev/characters/4385
[],[],[],[],[],[],[],4386,Gideon McDuck,https://api.disneyapi.dev/characters/4386
[],['No Hunting'],"['DuckTales (2017 series)', 'Legend of the Three Caballeros']",[],[],[],[],4387,Hortense McDuck,https://api.disneyapi.dev/characters/4387
[],[],['DuckTales (2017 series)'],[],[],[],[],4388,Matilda McDuck,https://api.disneyapi.dev/characters/4388
"['DuckTales the Movie: Treasure of the Lost Lamp', ""Mickey's Once Upon a Christmas"", ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's Twice Upon a Christmas""]","[""The Spirit of '43"", 'Donald-Scrooge Opus', 'Scrooge McDuck and Money', ""Mickey's Christmas Carol"", 'Sport Goofy in Soccermania']","['The Mickey Mouse Club', 'DuckTales', 'Darkwing Duck', 'Raw Toonage', 'Aladdin (TV series)', 'Mickey Mouse Works', 'House of Mouse', 'Mickey Mouse (TV series)', 'DuckTales (2017 series)', 'Legend of the Three Caballeros']","['DuckTales (video game)', 'DuckTales 2', 'DuckTales: The Quest for Gold', 'The Lucky Dime Caper starring Donald Duck', 'Deep Duck Trouble', 'Disney Sports Football', ""Disney's Party"", 'Toontown Online', 'Kingdom Hearts (series)', 'Disney TH!NK Fast', 'Epic Mickey: Power of Illusion', 'DuckTales Remastered', 'Castle of Illusion starring Mickey Mouse (2013 video game)', 'Disney Infinity (series)', 'Disney Magical World', ""DuckTales: Scrooge's Loot"", 'Disney Magical World 2', ""Mickey's Typing Adventure"", 'Disney Tsum Tsum (game)', 'Disney Crossy Road', 'Disney Emoji Blitz', 'Disney Magic Kingdoms', 'Disney Heroes: Battle Mode', ""Disney Sorcerer's Arena"", 'Roblox', 'Disney Mirrorverse']","[""Mickey's Once Upon a Christmastime Parade"", ""Mickey's Starland Show"", 'A Christmas Fantasy Parade', 'Jingle Bell, Jingle BAM!', 'Light Magic', 'Disney Dreams!']",[],[],4389,Scrooge McDuck,https://api.disneyapi.dev/characters/4389
[],[],['Randy Cunningham: 9th Grade Ninja'],['Disney XD Villains Unite!'],[],[],[],4390,Hannibal McFist,https://api.disneyapi.dev/characters/4390
[],[],['Randy Cunningham: 13th Century Ninja'],[],[],[],[],4391,Marci McFist,https://api.disneyapi.dev/characters/4391
[],[],['Randy Cunningham: 9th Grade Ninja'],[],[],[],[],4392,McFreaks (characters),https://api.disneyapi.dev/characters/4392
[],[],['TaleSpin'],[],[],[],[],4393,Joe Magee,https://api.disneyapi.dev/characters/4393
[],[],['The Ghost and Molly McGee'],[],[],[],[],4394,Molly McGee,https://api.disneyapi.dev/characters/4394
[],[],['Gravity Falls'],['Gravity Falls: Legend of the Gnome Gemulets'],[],[],[],4395,Old Man McGucket,https://api.disneyapi.dev/characters/4395
[],[],['Gravity Falls'],[],[],[],[],4396,Tate McGucket,https://api.disneyapi.dev/characters/4396
[],[],['Quack Pack'],[],[],[],[],4397,Susie McGuider,https://api.disneyapi.dev/characters/4397
[],[],['American Dragon: Jake Long'],[],[],[],[],4398,Ms. McGuire,https://api.disneyapi.dev/characters/4398
['The Lizzie McGuire Movie'],[],['Lizzie McGuire'],[],[],[],[],4399,Jo McGuire,https://api.disneyapi.dev/characters/4399
['The Lizzie McGuire Movie'],[],['Lizzie McGuire'],[],[],[],[],4400,Lizzie McGuire,https://api.disneyapi.dev/characters/4400
['The Lizzie McGuire Movie'],[],['Lizzie McGuire'],[],[],[],[],4401,Matt McGuire,https://api.disneyapi.dev/characters/4401
['The Lizzie McGuire Movie'],[],['Lizzie McGuire'],[],[],[],[],4402,Sam McGuire,https://api.disneyapi.dev/characters/4402
[],[],['Kim Possible'],[],[],[],[],4403,Mr. McHenry,https://api.disneyapi.dev/characters/4403
['The Parent Trap'],[],[],[],[],[],[],4404,Charles McKendrick,https://api.disneyapi.dev/characters/4404
['The Parent Trap'],[],[],[],[],[],[],4405,Louise McKendrick,https://api.disneyapi.dev/characters/4405
"['The Parent Trap', 'The Parent Trap II', 'The Parent Trap III']",[],[],[],[],[],[],4406,Maggie McKendrick,https://api.disneyapi.dev/characters/4406
"['The Parent Trap', 'The Parent Trap II', 'The Parent Trap III', 'The Parent Trap IV: Hawaiian Honeymoon']",[],[],[],[],[],[],4407,Sharon McKendrick,https://api.disneyapi.dev/characters/4407
"['Teen Beach Movie', 'Teen Beach 2']",[],[],[],[],[],[],4408,Mack,https://api.disneyapi.dev/characters/4408
"['High School Musical', 'High School Musical 2', 'High School Musical 3']",[],[],[],[],[],[],4409,Taylor McKenssie,https://api.disneyapi.dev/characters/4409
['Inspector Gadget 2'],[],[],[],[],[],[],4410,McKibble,https://api.disneyapi.dev/characters/4410
['Beverly Hills Chihuahua 2'],[],[],[],[],[],[],4411,Judge McKible,https://api.disneyapi.dev/characters/4411
[],[],['W.I.T.C.H. (TV series)'],[],[],[],[],4412,Bryan McKnight,https://api.disneyapi.dev/characters/4412
"['The Rescuers Down Under', 'Once Upon a Halloween']",[],['House of Mouse'],[],[],[],[],4413,Percival C. McLeach,https://api.disneyapi.dev/characters/4413
['Mighty Ducks Movie: The First Face-Off'],[],['Mighty Ducks (TV series)'],[],[],[],[],4414,Mallory McMallard,https://api.disneyapi.dev/characters/4414
[],[],['Lloyd in Space'],[],[],[],[],4415,Douglas McNoggin,https://api.disneyapi.dev/characters/4415
[],[],['DuckTales'],[],[],[],[],4416,Birdie McQuack,https://api.disneyapi.dev/characters/4416
['DuckTales the Movie: Treasure of the Lost Lamp'],[],"['DuckTales', 'Darkwing Duck', 'Raw Toonage', 'DuckTales (2017 series)']","['DuckTales (video game)', 'DuckTales 2', 'DuckTales: The Quest for Gold', 'Darkwing Duck (video game)', 'DuckTales Remastered', ""DuckTales: Scrooge's Loot"", 'Disney Infinity: 3.0 Edition', 'Disney Emoji Blitz', 'Disney Crossy Road', 'Disney Heroes: Battle Mode']","['The Disney Afternoon Live!: Plane Crazy', ""Mickey's Starland Show"", 'Fantasmic!', 'Disney Dreams!']",[],[],4417,Launchpad McQuack,https://api.disneyapi.dev/characters/4417
[],[],['DuckTales'],[],[],[],[],4418,Loopey McQuack,https://api.disneyapi.dev/characters/4418
[],[],"['DuckTales', 'Darkwing Duck']",[],[],[],[],4419,Ripcord McQuack,https://api.disneyapi.dev/characters/4419
[],[],['The Weekenders'],[],[],[],[],4420,Kirk McQuarrie,https://api.disneyapi.dev/characters/4420
[],[],['The Weekenders'],[],[],[],[],4421,Lor McQuarrie ,https://api.disneyapi.dev/characters/4421
"['Cars', 'Cars 2', 'Cars 3', 'Planes: Fire & Rescue', 'Finding Dory', 'Toy Story 3', 'Coco', 'Ralph Breaks the Internet']","['Mater and the Ghostlight', ""Miss Fritter's Racing Skoool""]","['Cars Toons', 'Pixar Popcorn', 'Cars: The Series']","['Cars (video game)', 'Cars: Radiator Springs Adventures', 'Cars: Mater-National Championship', 'Cars: Race-O-Rama', 'The World of Cars Online', ""Cars Toons: Mater's Tall Tales: The Video Game"", 'Cars 2: The Video Game', 'Disney Infinity (series)', 'Cars: Fast as Lightning', 'Disney Tsum Tsum (game)', 'Cars 3: Driven to Win', ""Disney Sorcerer's Arena"", 'Disney Emoji Blitz', 'Disney Crossy Road', 'LEGO The Incredibles']","['Radiator Springs Racers', 'Lights, Motors, Action! Extreme Stunt Show', 'Cars Race Rally', 'Paint the Night Parade', ""Lightning McQueen's Racing Academy""]",[],[],4422,Lightning McQueen,https://api.disneyapi.dev/characters/4422
[],[],['Gravity Falls'],[],[],[],[],4423,Rumble McSkirmish,https://api.disneyapi.dev/characters/4423
[],[],"['Doc McStuffins', 'The Doc Files']",[],[],[],[],4424,Doctor Maisha McStuffins,https://api.disneyapi.dev/characters/4424
[],[],['Doc McStuffins'],[],[],[],[],4425,Mr. Marcus McStuffins,https://api.disneyapi.dev/characters/4425
[],[],['Doc McStuffins'],[],[],[],[],4426,Tisha McStuffins,https://api.disneyapi.dev/characters/4426
[],[],[],[],[],[],[],4427,Chisel McSue,https://api.disneyapi.dev/characters/4427
[],[],['Pickle and Peanut'],[],[],[],[],4428,McSweats,https://api.disneyapi.dev/characters/4428
[],[],['DuckTales'],[],[],[],[],4429,Argus McSwine,https://api.disneyapi.dev/characters/4429
[],[],['The Legend of Tarzan'],[],[],[],[],4430,Ian McTeague,https://api.disneyapi.dev/characters/4430
"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",[],[],"['Alice in Wonderland (2010 video game)', 'Disney Universe', 'Disney Crossy Road']","['Alice in Wonderland Maze', 'The Nightmare Experiment']",[],[],4431,Nivens McTwisp,https://api.disneyapi.dev/characters/4431
"[""Pete's Dragon (2016 film)""]",[],[],[],[],[],[],4432,Grace Meacham,https://api.disneyapi.dev/characters/4432
"[""Pete's Dragon (2016 film)""]",[],[],[],[],[],[],4433,Conrad Meacham,https://api.disneyapi.dev/characters/4433
[],[],['Bonkers'],[],[],[],[],4434,The Mean Old Wold,https://api.disneyapi.dev/characters/4434
['Phineas and Ferb the Movie: Across the 2nd Dimension'],[],['Phineas and Ferb'],['Phineas and Ferb Ride Again'],[],[],[],4435,Meap,https://api.disneyapi.dev/characters/4435
[],[],['American Dragon: Jake Long'],[],[],[],[],4436,Olivia Mears,https://api.disneyapi.dev/characters/4436
[],[],['Phineas and Ferb'],[],[],[],[],4437,Meatlings,https://api.disneyapi.dev/characters/4437
[],['Modern Inventions'],['House of Mouse'],[],[],[],[],4438,Mechanical Barber Chair,https://api.disneyapi.dev/characters/4438
[],[],['Aladdin (TV series)'],"[""Disney's MathQuest With Aladdin""]",[],[],[],4439,Mechanicles,https://api.disneyapi.dev/characters/4439
['Sky High'],[],[],[],[],[],[],4440,Mr. Medulla,https://api.disneyapi.dev/characters/4440
[],[],"['Hercules (TV series)', 'Once Upon a Time']",[],[],[],[],4441,Medusa,https://api.disneyapi.dev/characters/4441
[],[],['American Dragon: Jake Long'],[],[],[],[],4442,Medusa Gorgon,https://api.disneyapi.dev/characters/4442
"['Pocahontas (film)', 'Pocahontas ll: Journey to a New World', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'Once Upon a Halloween', 'Ralph Breaks the Internet', 'More To Explore (page does not exist)']",[],['House of Mouse'],"['Pocahontas (video game)', 'Animated StoryBook: Pocahontas', 'Disney Emoji Blitz', 'Disney Magic Kingdoms']","['Pocahontas and her Forest Friends', 'Fantasmic!', 'The Magic of Disney Animation', 'Jubilation!', 'World of Color', 'Sorcerers of the Magic Kingdom', ""It's a Small World"", 'Light Magic', 'Parade of the Stars']",[],[],4443,Meeko,https://api.disneyapi.dev/characters/4443
[],[],"['Mira, Royal Detective']",[],[],[],[],4444,Meenaa,https://api.disneyapi.dev/characters/4444
[],[],['Timon and Pumbaa'],[],[],[],[],4445,The Meerkat Angel,https://api.disneyapi.dev/characters/4445
['The Lion King 1½'],[],['Timon & Pumbaa'],[],[],[],[],4446,Meerkat Colony,https://api.disneyapi.dev/characters/4446
['Ralph Breaks the Internet'],['Paperman'],[],[],[],[],[],4447,Meg,https://api.disneyapi.dev/characters/4447
['Inside Out'],[],[],[],[],[],[],4448,Meg,https://api.disneyapi.dev/characters/4448
['The Search for Santa Paws'],[],[],[],[],[],[],4449,Meg,https://api.disneyapi.dev/characters/4449
[],[],['Sofia the First'],[],[],[],[],4450,Meg and Peg,https://api.disneyapi.dev/characters/4450
"['A Wrinkle in Time (film)', 'A Wrinkle in Time (2018 film)']",[],[],[],[],[],[],4451,Meg Murry,https://api.disneyapi.dev/characters/4451
[],[],['The Proud Family'],[],[],[],[],4452,Mega,https://api.disneyapi.dev/characters/4452
[],[],['Mighty Med'],[],[],[],[],4453,Megahertz,https://api.disneyapi.dev/characters/4453
"[""Max Keeble's Big Move""]",[],[],[],[],[],[],4454,Megan,https://api.disneyapi.dev/characters/4454
[],[],['Big Hero 6: The Series'],[],[],[],[],4455,Megan Cruz,https://api.disneyapi.dev/characters/4455
[],[],['Future-Worm!'],[],[],[],[],4456,Megan Douglas,https://api.disneyapi.dev/characters/4456
['The Haunted Mansion (2003 film)'],[],[],[],[],[],[],4457,Megan Evers,https://api.disneyapi.dev/characters/4457
