films,shortFilms,tvShows,videoGames,parkAttractions,allies,enemies,_id,name,url
"['D2: The Mighty Ducks', 'D3: The Mighty Ducks']",[],[],[],[],[],[],2534,Julie Gaffney,https://api.disneyapi.dev/characters/2534
[],[],['Hercules (TV series)'],[],[],[],[],2535,Gaia,https://api.disneyapi.dev/characters/2535
"['Lilo & Stitch', 'Stitch! The Movie', 'Leroy & Stitch']",[],['Lilo & Stitch: The Series'],['Kingdom Hearts: Birth by Sleep'],[],[],[],2536,Galactic Armada,https://api.disneyapi.dev/characters/2536
[],[],['Hercules (TV series)'],[],[],[],[],2537,Galatea,https://api.disneyapi.dev/characters/2537
['Frozen II'],[],['At Home With Olaf'],[],[],[],[],2538,Gale,https://api.disneyapi.dev/characters/2538
[],[],['Jessie (TV series)'],[],[],[],[],2539,Gale Gustavo,https://api.disneyapi.dev/characters/2539
['Oz the Great and Powerful'],[],[],[],[],[],[],2540,Annie Gale,https://api.disneyapi.dev/characters/2540
['Return to Oz'],[],"['Timon & Pumbaa', 'Once Upon a Time']",[],[],[],[],2541,Dorothy Gale,https://api.disneyapi.dev/characters/2541
[],[],['Adventures of the Gummi Bears'],[],[],[],[],2542,Sir Gallent,https://api.disneyapi.dev/characters/2542
"['The Cheetah Girls', 'The Cheetah Girls 2']",[],[],"['The Cheetah Girls: Pop Star Sensations', 'The Cheetah Girls (video game)']",[],[],[],2543,Galleria Garibaldi,https://api.disneyapi.dev/characters/2543
[],[],['Tron: Uprising'],[],[],[],[],2544,Galt,https://api.disneyapi.dev/characters/2544
[],[],['Miles from Tomorrowland'],[],[],[],[],2545,The GameMaster,https://api.disneyapi.dev/characters/2545
['An Extremely Goofy Movie'],[],[],[],[],[],[],2546,Gamma Mu Mu fraternity,https://api.disneyapi.dev/characters/2546
[],"[""The Spirit of '43"", 'Sport Goofy in Soccermania']","['DuckTales', 'House of Mouse', 'DuckTales (2017 series)']","[""Donald Duck: Goin' Quackers!""]",[],[],[],2547,Gladstone Gander,https://api.disneyapi.dev/characters/2547
['Return from Witch Mountain'],[],[],[],[],[],[],2548,Dr. Victor Gannon,https://api.disneyapi.dev/characters/2548
"['Lilo & Stitch', 'Stitch! The Movie', 'Once Upon a Halloween', 'Leroy & Stitch']",[],"['Lilo & Stitch: The Series', 'Stitch!', 'Stitch & Ai']","['Lilo & Stitch (PS1)', ""Disney's Stitch: Experiment 626"", 'Stitch Jam 2', 'Kingdom Hearts: Birth by Sleep', 'Disney Crossy Road', 'Disney Tsum Tsum (game)', ""Disney Sorcerer's Arena"", 'Disney Emoji Blitz']","[""Stitch's Great Escape!"", 'Stitch Encounter']",[],[],2549,Captain Gantu,https://api.disneyapi.dev/characters/2549
[],[],['Star Darlings'],[],[],[],[],2550,Ganymede,https://api.disneyapi.dev/characters/2550
[],[],['Lab Rats'],[],[],[],[],2551,Dr. Gao,https://api.disneyapi.dev/characters/2551
[],[],['DuckTales'],[],[],[],[],2552,The Garbled One,https://api.disneyapi.dev/characters/2552
[],[],['Shake it Up'],[],[],[],[],2553,Dina Garcia,https://api.disneyapi.dev/characters/2553
[],[],"['Handy Manny', ""Handy Manny's School for Tools"", 'Special Agent Oso', 'Imagination Movers']",[],[],[],[],2554,Handy Manny,https://api.disneyapi.dev/characters/2554
"['Phineas and Ferb the Movie: Across the 2nd Dimension', 'Phineas and Ferb the Movie: Candace Against the Universe']",[],"['Phineas and Ferb', 'Take Two with Phineas and Ferb', ""Milo Murphy's Law""]","['Phineas and Ferb (video game)', 'Phineas and Ferb Ride Again', 'Phineas and Ferb: Across the 2nd Dimension (video game)', 'Phineas and Ferb: Quest for Cool Stuff']","[""Agent P's World Showcase Adventure""]",[],[],2555,Isabella Garcia-Shapiro,https://api.disneyapi.dev/characters/2555
['Phineas and Ferb the Movie: Across the 2nd Dimension'],[],['Phineas and Ferb'],['Phineas and Ferb: Across the 2nd Dimension (video game)'],[],[],[],2556,Isabella Garcia-Shapiro,https://api.disneyapi.dev/characters/2556
[],[],['Phineas and Ferb'],[],[],[],[],2557,Vivian Garcia-Shapiro,https://api.disneyapi.dev/characters/2557
[],[],['The Mighty Ducks'],[],[],[],[],2558,Gargon,https://api.disneyapi.dev/characters/2558
[],[],['Gargoyles'],[],[],[],[],2559,Gargoyles,https://api.disneyapi.dev/characters/2559
['Pirates of the Caribbean: On Stranger Tides'],[],[],['LEGO Pirates of the Caribbean: The Video Game'],[],[],[],2560,Garheng,https://api.disneyapi.dev/characters/2560
[],[],['Miles from Tomorrowland'],[],[],[],[],2561,Gadfly Garnett,https://api.disneyapi.dev/characters/2561
[],[],[],[],['Jungle River Cruise: Curse of the Emerald Trinity'],[],[],2562,Professor Garrett Reed,https://api.disneyapi.dev/characters/2562
[],[],"[""I Didn't Do It""]",[],[],[],[],2563,Garrett Spenger,https://api.disneyapi.dev/characters/2563
[],[],['Sofia the First'],[],[],[],[],2564,King Garrick,https://api.disneyapi.dev/characters/2564
['The Ugly Dachshund'],[],[],[],[],[],[],2565,Fran Garrison,https://api.disneyapi.dev/characters/2565
['The Ugly Dachshund'],[],[],[],[],[],[],2566,Mark Garrison,https://api.disneyapi.dev/characters/2566
['Prince of Persia: The Sands of Time'],[],[],[],[],[],[],2567,Garsiv,https://api.disneyapi.dev/characters/2567
['Mighty Joe Young'],[],[],[],[],[],[],2568,Garth,https://api.disneyapi.dev/characters/2568
['Zootopia'],[],[],[],[],[],[],2569,Gary and Larry,https://api.disneyapi.dev/characters/2569
['Bridge to Terabithia'],[],[],[],[],[],[],2570,Gary Fulcher,https://api.disneyapi.dev/characters/2570
[],[],"['w:c:clubpenguin:Club Penguin Shorts', 'w:c:clubpenguin:Club Penguin: Monster Beach Party', 'w:c:clubpenguin:Club Penguin: Halloween Panic!']","['Club Penguin', ""Club Penguin: Elite Penguin Force: Herbert's Revenge""]",[],[],[],2571,Gary,https://api.disneyapi.dev/characters/2571
"['Beauty and the Beast (1991 film)', ""Mickey's House of Villains"", 'Once Upon a Halloween', 'Beauty and the Beast (2017 film)']",[],"['Sing Me a Story with Belle', 'House of Mouse', 'Once Upon a Time', 'The Little Town']","['Beauty and the Beast (video game)', ""Beauty and the Beast: Belle's Quest"", 'Beauty and the Beast: Roar of the Beast', 'Beauty and the Beast: A Board Game Adventure', 'Disney Princess (video game)', 'Hidden Worlds', 'Disney Infinity (series)', 'Kingdom Hearts χ', 'Kingdom Hearts Unchained χ', 'Disney Enchanted Tales (game)', 'Disney Crossy Road', 'Disney Tsum Tsum', 'Disney Magic Kingdoms', 'Disney Heroes: Battle Mode', 'Disney Emoji Blitz', ""Disney Sorcerer's Arena""]","['Villains Night Out!', ""Let's Get Wicked""]",[],[],2572,Gaston,https://api.disneyapi.dev/characters/2572
"['Beauty and the Beast (1991 film)', 'Cinderella II: Dreams Come True', 'Beauty and the Beast (2017 film)']",[],[],[],[],[],[],2573,Gaston's Buddies,https://api.disneyapi.dev/characters/2573
"['National Treasure', 'National Treasure: Book of Secrets']",[],[],[],[],[],[],2574,Benjamin Gates,https://api.disneyapi.dev/characters/2574
"['National Treasure', 'National Treasure: Book of Secrets']",[],[],[],[],[],[],2575,Patrick Henry Gates,https://api.disneyapi.dev/characters/2575
[],[],['Sofia the First'],[],[],[],[],2576,Gavin,https://api.disneyapi.dev/characters/2576
"[""Pete's Dragon (2016 film)""]",[],[],[],[],[],[],2577,Gavin Magary,https://api.disneyapi.dev/characters/2577
[],[],['Adventures of the Gummi Bears'],[],[],[],[],2578,Sir Gawain,https://api.disneyapi.dev/characters/2578
['In Search of the Castaways'],[],[],[],[],[],[],2579,Bill Gaye,https://api.disneyapi.dev/characters/2579
[],[],['Quack Pack'],[],[],[],[],2580,Prince Gaylord,https://api.disneyapi.dev/characters/2580
"['Aladdin (film)', 'Aladdin (2019 film)']",[],[],"['Aladdin (video game)', 'Disney Crossy Road']",[],[],[],2581,Gazeem,https://api.disneyapi.dev/characters/2581
['Zootopia'],[],[],"['Disney Crossy Road', 'Disney Magical Dice']",[],[],[],2582,Gazelle,https://api.disneyapi.dev/characters/2582
[],['Sport Goofy in Soccermania'],"['DuckTales', 'Mickey Mouse (TV series)', 'DuckTales (2017 series)']","['DuckTales (video game)', 'DuckTales 2', 'Quackshot', ""Donald Duck: Goin' Quackers!"", 'DuckTales Remastered', 'Disney Crossy Road']",[],[],[],2583,Gyro Gearloose,https://api.disneyapi.dev/characters/2583
[],[],[],[],[],[],[],2584,Newton Gearloose,https://api.disneyapi.dev/characters/2584
[],[],['Fillmore!'],[],[],[],[],2585,Jean Geary,https://api.disneyapi.dev/characters/2585
[],[],[],[],[],[],[],2586,Geena,https://api.disneyapi.dev/characters/2586
[],[],[],[],"['My Friend Duffy', 'Fashionable Easter']",[],[],2587,Gelatoni,https://api.disneyapi.dev/characters/2587
"['Camp Rock', 'Camp Rock 2: The Final Jam']",[],[],[],[],[],[],2588,Caitlyn Gellar,https://api.disneyapi.dev/characters/2588
"[""Recess: School's Out""]",[],['Recess'],[],[],[],[],2589,Gelman,https://api.disneyapi.dev/characters/2589
['Tron: Legacy'],[],[],[],[],[],[],2590,Gem,https://api.disneyapi.dev/characters/2590
[],[],['Sofia the First'],[],[],[],[],2591,Gemina and Argus,https://api.disneyapi.dev/characters/2591
[],[],['Kim Possible'],[],[],[],[],2592,Gemini,https://api.disneyapi.dev/characters/2592
[],[],['Star Darlings'],[],[],[],[],2593,Gemma,https://api.disneyapi.dev/characters/2593
[],[],['Miles from Tomorrowland'],[],[],[],[],2594,Queen Gemma,https://api.disneyapi.dev/characters/2594
"['Wreck-It Ralph (film)', 'Ralph Breaks the Internet']",[],[],"['Disney Crossy Road', 'Fix-It Felix Jr. (video game)']",['Celebrate the Magic'],[],[],2595,Gene,https://api.disneyapi.dev/characters/2595
"[""Pete's Dragon (2016 film)""]",[],[],[],[],[],[],2596,Sheriff Gene Dentler,https://api.disneyapi.dev/characters/2596
['DuckTales the Movie: Treasure of the Lost Lamp'],[],['DuckTales (2017 series)'],[],[],[],[],2597,Gene,https://api.disneyapi.dev/characters/2597
[],[],['Goldie & Bear'],[],[],[],[],2598,Gene The Genie,https://api.disneyapi.dev/characters/2598
[],['The Vanishing Private'],[],[],[],[],[],2599,The General,https://api.disneyapi.dev/characters/2599
[],[],['Aladdin (TV series)'],[],[],[],[],2600,General Gouda,https://api.disneyapi.dev/characters/2600
[],[],[],['Walt Disney World Explorer'],['Cranium Command'],[],[],2601,General Knowledge,https://api.disneyapi.dev/characters/2601
['Mulan'],[],[],['Disney Crossy Road'],[],[],[],2602,General Li,https://api.disneyapi.dev/characters/2602
[],[],['DuckTales (2017 series)'],[],[],[],[],2603,General Lunaris,https://api.disneyapi.dev/characters/2603
[],[],['Penn Zero: Part-Time Hero'],[],[],[],[],2604,General Talon,https://api.disneyapi.dev/characters/2604
['Bedknobs and Broomsticks'],[],[],[],[],[],[],2605,General Teagler,https://api.disneyapi.dev/characters/2605
[],[],['Amphibia'],[],[],[],[],2606,General Yunan,https://api.disneyapi.dev/characters/2606
"['Aladdin (film)', 'The Return of Jafar', 'Aladdin and the King of Thieves', 'Fantasia 2000', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'The Lion King 1½', 'Ralph Breaks the Internet', 'Aladdin (2019 film)']",['Trail Mix-Up'],"['Aladdin (TV series)', 'Quack Pack', 'Great Minds Think 4 Themselves', 'Hercules (TV series)', '101 Dalmatians: The Series', 'House of Mouse']","['Aladdin (video game)', ""Disney's ReadingQuest With Aladdin"", ""Disney's MathQuest With Aladdin"", ""Disney's Aladdin in Nasira's Revenge"", 'Kingdom Hearts (series)', 'Disney TH!NK Fast', 'Kinect Disneyland Adventures', 'Disney Princess Enchanting Storybooks', 'Epic Mickey: Power of Illusion', 'Disney Infinity (series)', 'Disney Magical World', 'disney:Hidden Worlds', 'Disney Villains Challenge', 'Disney Tsum Tsum (game)', 'Disney Emoji Blitz', 'Disney Crossy Road', 'Disney Magic Kingdoms', 'Disney Heroes: Battle Mode', ""Disney Sorcerer's Arena"", 'Disney Getaway Blast', 'Disney Mirrorverse']","['Fantasmic!', 'Wishes: A Magical Gathering of Disney Dreams', 'SpectroMagic', 'The Magic Lamp Theater', ""Mickey's Soundsational Parade"", 'Aladdin: A Musical Spectacular', 'World of Color', ""It's a Small World"", 'Sorcerers of the Magic Kingdom', 'Celebrate a Dreams Come True Parade', 'Main Street Electrical Parade', 'Light Magic', 'A Christmas Fantasy Parade', 'Paint the Night Parade', 'Mickey and the Wondrous Book', 'Voyage to the Crystal Grotto', 'Ignite the Dream: A Nighttime Spectacular of Magic and Light', 'Mickey and the Magician', ""Cinderella's Surprise Celebration"", 'Happily Ever After (fireworks show)', 'Wonderful World of Animation']",[],[],2607,Genie,https://api.disneyapi.dev/characters/2607
[],[],['Timon & Pumbaa'],[],[],[],[],2608,Genie,https://api.disneyapi.dev/characters/2608
"['Bambi (film)', 'Perri']",[],[],[],[],[],[],2609,Geno and Gurri,https://api.disneyapi.dev/characters/2609
[],[],['Wander Over Yonder'],[],[],[],[],2610,Gentleman Tooth,https://api.disneyapi.dev/characters/2610
[],['Paperman'],[],[],[],[],[],2611,George,https://api.disneyapi.dev/characters/2611
"['Peter Pan (film)', 'Peter Pan & Wendy']",[],['Once Upon a Time'],[],[],[],[],2612,George Darling,https://api.disneyapi.dev/characters/2612
['Pollyanna'],[],[],[],[],[],[],2613,George Dodds,https://api.disneyapi.dev/characters/2613
['Pirates of the Caribbean: On Stranger Tides'],[],[],['LEGO Pirates of the Caribbean: The Video Game'],[],[],[],2614,King George II,https://api.disneyapi.dev/characters/2614
[],[],['Life with Derek (page does not exist)'],[],[],[],[],2615,George Venturi,https://api.disneyapi.dev/characters/2615
[],[],[],[],['Big Thunder Mountain Railroad'],[],[],2616,George Willikers,https://api.disneyapi.dev/characters/2616
['Snow Buddies'],[],[],[],[],[],[],2617,Jean George III,https://api.disneyapi.dev/characters/2617
[],[],['Once Upon a Time'],[],[],[],[],2618,King George,https://api.disneyapi.dev/characters/2618
['Oliver & Company'],[],"['Darkwing Duck', 'Goof Troop', 'Raw Toonage', 'House of Mouse']",[],[],[],[],2619,Georgette,https://api.disneyapi.dev/characters/2619
['The Princess and the Frog'],[],[],['The Princess and the Frog (video game)'],[],[],[],2620,Georgia,https://api.disneyapi.dev/characters/2620
['Mary Poppins Returns'],[],[],[],[],[],[],2621,Georgie Banks,https://api.disneyapi.dev/characters/2621
"['Pinocchio (film)', 'Geppetto (film)', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Pinocchio (live-action film)']",['All Together'],"['Christmas at Walt Disney World', 'Aladdin (TV series)', 'House of Mouse', 'A Poem Is...', 'Once Upon a Time', 'Mickey Mouse (TV series)']","['Pinocchio (video game)', 'Kingdom Hearts (game)', 'Kingdom Hearts: Chain of Memories', 'Kingdom Hearts 3D: Dream Drop Distance', 'Hidden Worlds']","[""Pinocchio's Daring Journey"", 'Fantasmic!', 'A Christmas Fantasy Parade', 'Celebrate a Dreams Come True Parade', 'SpectroMagic', ""Mickey's Boo-to-You Halloween Parade"", ""Mickey's Once Upon a Christmastime Parade"", 'Disney Stars and Motorcars Parade', ""Walt Disney's Parade of Dreams"", ""Magical: Disney's New Nighttime Spectacular of Magical Celebrations""]",[],[],2622,Geppetto,https://api.disneyapi.dev/characters/2622
['Maleficent: Mistress of Evil'],[],[],[],[],[],[],2623,Gerda,https://api.disneyapi.dev/characters/2623
"['The Mighty Ducks', 'D2: The Mighty Ducks', 'D3: The Mighty Ducks']",[],['The Mighty Ducks: Game Changers'],[],[],[],[],2624,Guy Germaine,https://api.disneyapi.dev/characters/2624
[],[],['The Legend of Tarzan'],[],[],[],[],2625,German Poacher,https://api.disneyapi.dev/characters/2625
[],[],['Quack Pack'],[],[],[],[],2626,Germs,https://api.disneyapi.dev/characters/2626
['Tomorrowland (film)'],[],[],[],[],[],[],2627,Hugo Gernsback,https://api.disneyapi.dev/characters/2627
['Tomorrowland (film)'],[],[],[],[],[],[],2628,Ursula Gernsback,https://api.disneyapi.dev/characters/2628
[],[],['Crash & Bernstein'],[],[],[],[],2629,Gerry,https://api.disneyapi.dev/characters/2629
['Heavyweights'],[],[],[],[],[],[],2630,Gerry Garner,https://api.disneyapi.dev/characters/2630
['Home on the Range'],[],[],[],[],[],[],2631,Pearl Gesner,https://api.disneyapi.dev/characters/2631
[],[],[],[],['Food Rocks'],[],[],2632,The Get-the-Point Sisters,https://api.disneyapi.dev/characters/2632
[],[],['Phineas and Ferb'],[],[],[],[],2633,Dr. Gevaarlijk,https://api.disneyapi.dev/characters/2633
[],[],[],"[""Disney's Magical Mirror Starring Mickey Mouse""]",[],[],[],2634,The Ghost,https://api.disneyapi.dev/characters/2634
['The Haunted Mansion (film)'],[],[],"['Kinect Disneyland Adventures', 'Disney Crossy Road']","['The Haunted Mansion (attraction)', 'Haunted Mansion Holiday', 'Happy Hallowishes', 'Remember... Dreams Come True']",[],[],2635,Ghost Host,https://api.disneyapi.dev/characters/2635
"['The Muppet Christmas Carol', 'A Christmas Carol']",[],['DuckTales (2017 series)'],[],[],[],[],2636,The Ghost of Christmas Past,https://api.disneyapi.dev/characters/2636
"['The Muppet Christmas Carol', 'A Christmas Carol']",[],['DuckTales (2017 series)'],[],[],[],[],2637,The Ghost of Christmas Present,https://api.disneyapi.dev/characters/2637
"['The Muppet Christmas Carol', 'A Christmas Carol']",[],['DuckTales (2017 series)'],[],[],[],[],2638,The Ghost of Christmas Yet to Come or,https://api.disneyapi.dev/characters/2638
[],[],['Gravity Falls'],[],[],[],[],2639,Ghost of Northwest Manor,https://api.disneyapi.dev/characters/2639
[],[],[],[],['The Haunted Mansion'],[],[],2640,Ghost Relations Department,https://api.disneyapi.dev/characters/2640
[],[],['Gravity Falls'],[],[],[],[],2641,Ghost-Eyes,https://api.disneyapi.dev/characters/2641
[],[],['Vampirina'],[],[],[],[],2642,The Ghoul Girls,https://api.disneyapi.dev/characters/2642
['Into the Woods'],[],[],[],[],[],[],2643,The Giant's Wife,https://api.disneyapi.dev/characters/2643
['Phineas and Ferb the Movie: Across the 2nd Dimension'],[],"['Phineas and Ferb', ""Milo Murphy's Law""]",['Phineas and Ferb: Across the 2nd Dimension (video game)'],[],[],[],2644,Giant Floating Baby Head,https://api.disneyapi.dev/characters/2644
[],[],[],"['DuckTales (video game)', 'DuckTales Remastered']",[],[],[],2645,Giant Moon Rat,https://api.disneyapi.dev/characters/2645
[],[],['Aladdin (TV series)'],[],[],[],[],2646,Giant Scorpions,https://api.disneyapi.dev/characters/2646
"['20,000 Leagues Under the Sea']",[],"['Once Upon a Time', 'Mickey Mouse (TV series)']","['Disney Emoji Blitz', ""Disney Sorcerer's Arena""]","['20,000 Leagues Under the Sea: Submarine Voyage', 'Les Mystères du Nautilus', '20,000 Leagues Under the Sea (Tokyo DisneySea attraction)', ""Mickey and Minnie's Runaway Railway""]",[],[],2647,"Giant Squid (20,000 Leagues Under the Sea)",https://api.disneyapi.dev/characters/2647
[],[],['Goldie & Bear'],[],[],[],[],2648,The Giant,https://api.disneyapi.dev/characters/2648
